emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,initial_listing_status,disbursement_method,id
teacher,9,AL,MORTGAGE,60000,Verified,32.68,NA,,NA,0,NA,2005,1,42,11,309419,186577,0,0,NA,0,0,6,7,4,11,0,0,4,17000,7,4,4,3,100,0,0,credit_card,individual,18000,60,24.85,whole,Cash,1994
teacher,1,TX,RENT,55000,Source Verified,34.43,NA,,NA,0,25,1991,0,19,9,137725,93992,0,0,25,0,0,4,2,17,9,0,0,0,2500,10,5,1,3,94.7,0,0,car,individual,20000,60,16.02,whole,Cash,1995
mailhandler,10,CT,RENT,58000,Source Verified,22.26,NA,,NA,0,NA,1990,1,16,6,54600,44880,0,0,NA,0,0,1,2,9,5,NA,0,4,37600,8,4,2,1,100,0,0,debt_consolidation,individual,20000,60,17.47,whole,Cash,1996
sergeant first class,10,AL,MORTGAGE,60000,Verified,33.53,NA,,NA,0,NA,2006,7,23,7,282033,106680,0,0,NA,0,0,2,7,3,7,0,0,1,5600,6,4,4,3,100,0,0,credit_card,individual,7500,36,21.45,whole,Cash,1997
warehouse ,0,TN,MORTGAGE,37440,Source Verified,10.26,NA,,NA,0,NA,2008,0,8,4,101800,13569,0,0,NA,0,0,0,2,19,4,0,0,3,18800,3,3,3,2,100,0,0,credit_card,individual,11000,36,10.9,whole,Cash,1998
collections,10,CA,RENT,70866,Not Verified,20.22,NA,,NA,0,NA,2003,1,25,15,80711,34697,0,1,NA,0,0,2,2,3,15,0,0,5,36100,19,13,11,1,100,0,1,debt_consolidation,individual,12000,60,13.59,whole,Cash,1999
senior field services rep,10,NJ,MORTGAGE,70566,Not Verified,15.18,NA,,NA,0,NA,1989,1,16,8,420675,19427,0,0,NA,0,0,1,1,5,8,0,0,5,56900,13,6,5,2,100,0,0,car,individual,6000,36,6.08,fractional,Cash,2000
head caretaker ,7,NY,MORTGAGE,52000,Not Verified,2.71,NA,,NA,0,NA,2008,0,6,5,4700,2863,0,0,NA,0,0,0,3,NA,5,0,0,4,4700,6,5,4,0,100,0,0,home_improvement,individual,5500,36,10.41,fractional,Cash,2001
partner,10,KY,MORTGAGE,152000,Not Verified,12.67,NA,,NA,0,35,2003,0,29,12,109547,52005,0,0,NA,0,0,3,4,19,12,0,0,4,20000,22,9,5,2,93.1,0,0,debt_consolidation,individual,21000,60,9.93,whole,Cash,2002
feeder,9,IN,MORTGAGE,45000,Source Verified,16.83,NA,,NA,0,NA,2011,2,10,8,21400,17007,0,0,NA,0,0,1,2,9,8,0,0,5,11100,8,7,5,0,100,0,0,debt_consolidation,individual,15000,36,15.05,fractional,Cash,2003
human resources director,2,WA,MORTGAGE,63000,Not Verified,33.62,NA,,NA,0,NA,1986,3,21,14,378813,61472,0,1,NA,0,0,3,6,6,14,0,0,4,24200,9,9,5,4,100,0,1,debt_consolidation,individual,18875,36,14.07,whole,DirectPay,2004
,NA,NV,RENT,46000,Source Verified,19.36,NA,,NA,0,76,1994,3,30,10,42796,29666,0,1,NA,0,0,1,9,9,10,0,0,4,12500,22,8,6,0,96.6,0,1,debt_consolidation,individual,10000,36,10.91,whole,DirectPay,2005
driver,0,CT,MORTGAGE,52000,Not Verified,28.25,NA,,NA,0,NA,2010,12,13,10,78554,53045,0,0,NA,0,0,4,5,1,10,0,0,2,11800,8,6,5,0,100,0,0,credit_card,individual,6000,36,13.59,whole,Cash,2006
supervisor,10,IL,MORTGAGE,64000,Verified,15.56,NA,,NA,0,NA,2000,2,22,15,159281,36758,0,0,35,0,162,2,5,8,14,NA,0,6,11850,15,11,6,1,100,0,0,debt_consolidation,individual,17000,60,17.09,whole,Cash,2007
,NA,AR,RENT,24000,Source Verified,4.68,NA,,NA,0,44,2000,8,64,19,18800,1619,0,0,44,0,12950,0,16,2,19,0,0,2,7000,40,19,4,0,88.5,0,0,other,individual,1500,36,10.91,fractional,Cash,2008
owner services manager ,10,NV,MORTGAGE,47700,Verified,19.62,NA,,NA,0,34,2005,3,47,17,147082,84875,0,1,NA,0,0,12,8,6,17,0,0,1,4300,13,4,1,1,97.8,0,1,home_improvement,individual,12000,60,11.99,whole,Cash,2009
service manager,8,CA,MORTGAGE,95000,Verified,16.79,NA,,NA,0,42,2005,1,12,6,366439,30675,0,1,NA,0,0,2,2,5,6,0,0,3,10700,3,3,3,1,83.3,0,1,other,individual,11200,60,18.45,whole,Cash,2010
customer service specialist,4,MD,RENT,55000,Source Verified,24.22,NA,,NA,7,23,2001,0,36,29,152164,153081,0,0,43,0,0,20,3,20,29,0,0,3,14200,12,9,4,0,77.8,0,0,debt_consolidation,individual,15000,60,28.72,whole,Cash,2011
credit manager,10,IN,MORTGAGE,80000,Source Verified,16.42,NA,,NA,0,NA,2012,1,14,9,225355,28864,0,1,NA,0,0,2,3,7,9,0,0,4,12200,9,6,5,1,100,0,1,debt_consolidation,individual,22000,60,14.08,whole,Cash,2012
sr shelf edge analyst,10,IL,RENT,47000,Not Verified,22.01,NA,,NA,0,NA,2004,1,37,16,104755,84646,0,0,NA,0,0,9,3,6,16,0,0,2,5100,9,7,2,0,100,0,0,medical,individual,12000,60,15.05,whole,Cash,2013
sales,10,LA,MORTGAGE,69000,Verified,44.14,143000,Verified,21.95,0,NA,1999,0,18,11,161988,107623,0,0,NA,0,0,4,3,NA,11,0,0,5,39900,9,7,6,0,100,0,0,debt_consolidation,joint,35000,60,9.93,whole,Cash,2014
battalion cheif,10,OR,MORTGAGE,185000,Source Verified,22.62,NA,,NA,0,NA,2001,1,36,19,578331,129226,0,0,NA,0,0,6,4,5,19,0,0,3,38300,15,12,7,6,100,0,0,debt_consolidation,individual,36000,60,9.93,whole,Cash,2015
nursing director,10,IL,MORTGAGE,110000,Verified,30.82,169201,Verified,24.89,0,NA,1996,2,31,22,306187,122555,0,0,NA,0,0,6,5,4,22,0,0,3,41900,15,13,8,5,100,0,0,other,joint,40000,60,15.04,whole,Cash,2016
dental technician ,3,NY,RENT,33701,Verified,34.01,NA,,NA,2,10,2005,2,42,22,64647,22135,0,0,NA,0,0,1,7,5,22,0,0,3,21700,35,21,7,0,95.2,0,0,other,individual,12450,36,19.03,whole,Cash,2017
contract specialist,2,GA,MORTGAGE,100000,Not Verified,9.55,NA,,NA,0,NA,2006,1,76,38,518564,207089,0,0,NA,0,0,17,9,8,38,0,0,8,70200,30,20,12,1,100,0,0,house,individual,3800,36,5.31,whole,Cash,2018
lfs/lpa2 vendor support ,5,MO,RENT,29000,Verified,20.9,NA,,NA,0,NA,2014,0,6,6,25277,12540,0,0,NA,0,0,1,4,13,6,0,0,1,1500,5,5,5,0,100,0,0,debt_consolidation,individual,8000,36,14.08,whole,Cash,2019
manager,5,GA,OWN,54000,Source Verified,1.71,NA,,NA,0,46,2012,0,6,5,204035,4503,0,0,46,0,264,0,4,13,5,0,0,3,5700,5,4,3,1,83.3,0,0,debt_consolidation,individual,8000,36,21.45,fractional,Cash,2020
maintenance tech,10,IN,MORTGAGE,90000,Source Verified,14.89,NA,,NA,0,46,2004,3,24,8,160162,48914,0,0,46,0,0,3,5,7,8,0,0,2,4500,12,4,4,1,78.3,0,0,credit_card,individual,12000,60,13.59,whole,Cash,2021
parts sales,10,CA,MORTGAGE,63000,Verified,17.54,NA,,NA,0,NA,2004,2,12,6,43416,23143,0,1,81,0,0,1,1,6,6,NA,0,3,15500,7,5,4,3,83,0,1,debt_consolidation,individual,21500,60,11.99,whole,Cash,2022
service manager,2,CA,RENT,30000,Not Verified,9.08,NA,,NA,0,NA,2013,0,8,7,19906,6317,0,0,NA,0,0,1,2,NA,7,0,0,3,16500,7,6,4,0,100,0,0,credit_card,individual,3500,36,7.35,whole,Cash,2023
sales manager,2,NY,RENT,90000,Not Verified,2.97,NA,,NA,0,NA,2013,1,4,3,7800,7587,0,0,NA,0,0,0,0,2,3,0,0,3,7800,4,3,3,0,100,0,0,credit_card,individual,7000,36,15.05,fractional,Cash,2024
automobile technician ,6,NY,RENT,98728,Not Verified,22.86,NA,,NA,1,14,1997,6,16,10,81178,54022,1,0,14,0,0,5,4,3,10,0,0,4,17500,7,5,5,0,87.5,0,0,credit_card,individual,15400,60,24.85,fractional,Cash,2025
system administrator,8,GA,MORTGAGE,72000,Source Verified,19.1,179000,Not Verified,19.85,0,49,2002,0,24,10,328143,50848,0,0,61,0,0,2,4,21,10,0,0,3,12300,10,7,5,4,91.7,0,0,debt_consolidation,joint,11000,60,10.42,whole,Cash,2026
clinical team leader,0,NC,MORTGAGE,125000,Verified,23.98,NA,,NA,2,12,2000,0,21,16,384119,137528,0,0,NA,0,0,6,3,NA,15,0,0,5,88700,10,9,6,2,85.7,0,0,debt_consolidation,individual,36475,36,7.97,whole,Cash,2027
lawn care owner,10,TN,RENT,70000,Source Verified,7.01,NA,,NA,0,NA,1987,1,13,11,23098,10480,0,1,NA,0,0,1,11,10,11,0,0,7,15900,11,10,9,1,100,1,0,debt_consolidation,individual,5000,36,13.59,whole,Cash,2028
cdi specialist,3,CA,RENT,60000,Not Verified,9.89,NA,,NA,0,NA,2012,4,15,14,45512,13437,0,0,NA,0,0,1,7,1,14,0,0,6,29100,12,12,7,0,100,0,0,other,individual,3000,36,10.41,whole,Cash,2029
"director, support",10,WA,MORTGAGE,172000,Source Verified,12.45,NA,,NA,0,26,2002,7,22,9,78438,61861,0,0,47,0,0,6,7,0,9,0,0,3,38800,7,3,3,6,72.7,0,0,debt_consolidation,individual,25000,36,26.3,fractional,Cash,2030
foreman,9,CA,RENT,125000,Source Verified,15.01,NA,,NA,0,NA,1999,3,12,7,76695,50957,0,0,NA,0,0,2,2,2,7,0,0,4,39800,9,5,5,0,100,0,0,debt_consolidation,individual,20250,36,16.02,whole,Cash,2031
vice president ,6,NY,RENT,240000,Verified,2.99,NA,,NA,0,62,1988,0,28,11,80746,20929,0,0,72,0,0,1,2,NA,11,0,0,4,67200,19,10,5,2,96.3,0,0,other,individual,15000,36,5.31,whole,Cash,2032
pharmacy manager,5,TX,OWN,189000,Not Verified,11.19,NA,,NA,0,29,2005,7,56,17,599924,335417,0,0,NA,0,0,3,7,4,17,0,0,8,82300,23,13,9,2,98.2,0,0,debt_consolidation,individual,22000,36,7.35,fractional,Cash,2033
software consultant,10,IL,MORTGAGE,93500,Not Verified,5.9,NA,,NA,0,NA,2000,1,21,10,230800,13831,0,0,NA,0,0,1,7,8,10,0,0,3,39000,11,8,4,2,100,0,0,debt_consolidation,individual,22000,36,5.32,whole,Cash,2034
director of sales,3,CO,RENT,140000,Verified,36.66,NA,,NA,0,NA,2001,1,44,24,247849,154494,0,0,NA,0,0,4,4,3,24,0,0,11,109200,24,18,12,0,100,0,0,credit_card,individual,24000,36,10.42,whole,Cash,2035
maitenance,8,MA,RENT,50000,Source Verified,2.5,90000,Source Verified,5.96,0,NA,2013,0,4,2,6000,3650,0,0,NA,0,0,0,1,19,2,0,0,2,6000,2,2,2,0,100,0,0,debt_consolidation,joint,18000,60,17.47,whole,Cash,2036
director ,3,TN,MORTGAGE,137000,Source Verified,18.6,NA,,NA,0,54,1997,3,26,15,150047,82821,0,0,57,0,5254,3,12,1,15,0,0,3,18100,18,12,7,0,76.9,0,0,credit_card,individual,28000,60,16.02,whole,Cash,2037
post production supervisor,1,WA,RENT,25100,Verified,22.91,NA,,NA,0,NA,2008,0,23,13,86251,65039,0,0,NA,0,0,10,3,18,13,0,0,3,23900,8,3,3,0,100,0,0,other,individual,3700,36,15.04,fractional,Cash,2038
president,10,FL,MORTGAGE,288000,Verified,33.54,NA,,NA,0,NA,1986,5,43,22,1036893,547708,0,0,NA,0,0,8,3,0,22,0,0,6,67200,19,13,12,4,100,0,0,home_improvement,individual,17150,36,6.72,whole,Cash,2039
special education teacher,6,CA,RENT,89000,Not Verified,6.94,NA,,NA,0,40,2011,5,14,9,53200,9510,0,0,NA,0,0,2,6,1,9,0,0,1,34200,8,7,1,0,92.9,0,0,major_purchase,individual,6000,36,9.44,whole,Cash,2040
driver,9,NJ,MORTGAGE,68000,Verified,14.31,NA,,NA,2,13,2004,0,10,6,30796,20073,0,1,NA,0,0,3,3,15,6,0,0,2,4200,3,3,3,1,80,0,1,debt_consolidation,individual,9000,36,14.08,fractional,Cash,2041
service technician,10,NY,OWN,39520,Source Verified,28.88,89800,Not Verified,20.81,0,NA,1998,1,23,7,208138,42136,0,0,NA,0,0,2,2,8,7,0,0,2,52000,9,4,2,2,100,0,0,credit_card,joint,25500,60,10.42,whole,Cash,2042
financial director,10,FL,RENT,41500,Not Verified,29.67,NA,,NA,0,39,2001,0,16,10,64775,21319,0,0,39,0,0,2,2,18,10,0,0,3,12400,10,8,4,3,81.3,0,0,debt_consolidation,individual,9000,36,6.08,fractional,Cash,2043
payroll ,4,MO,MORTGAGE,42000,Verified,53.46,172000,Verified,17.8,0,NA,2012,2,23,15,479115,85191,0,0,NA,0,0,8,7,2,15,0,0,3,42500,12,6,4,2,100,0,0,credit_card,joint,29000,36,6.08,whole,Cash,2044
occupational therapist,10,MD,MORTGAGE,77000,Verified,37.58,200200,Verified,23.86,0,NA,1997,0,26,11,425985,110918,0,0,NA,0,0,4,2,NA,11,0,0,5,55000,13,6,6,4,100,0,0,debt_consolidation,joint,40000,36,14.08,fractional,Cash,2045
ny district manager,10,NC,MORTGAGE,100000,Not Verified,13.56,NA,,NA,1,19,2005,1,32,18,132739,60189,0,0,NA,0,0,1,5,12,18,0,0,6,77200,26,16,8,0,96.9,0,0,debt_consolidation,individual,40000,60,17.09,whole,Cash,2046
owner,10,GA,MORTGAGE,150000,Verified,33.45,225000,Source Verified,32.5,0,NA,1983,2,29,12,650351,164269,0,0,NA,0,0,3,6,6,12,0,0,3,85000,14,7,3,4,100,0,0,debt_consolidation,joint,40000,36,11.98,whole,Cash,2047
ceo & president,1,CA,MORTGAGE,245000,Verified,13.83,245000,Not Verified,18.54,0,NA,1997,0,15,7,755000,96711,0,0,NA,0,0,1,1,NA,7,0,0,4,130000,7,5,4,5,100,0,0,debt_consolidation,joint,32175,36,6.72,whole,Cash,2048
machinist,10,OH,MORTGAGE,70000,Source Verified,31.49,NA,,NA,0,NA,2001,3,41,25,122531,70141,0,0,NA,0,0,7,10,2,25,0,0,3,16500,24,18,6,1,100,0,0,debt_consolidation,individual,20000,60,15.04,whole,Cash,2049
front desk receptionist guard,6,NY,RENT,22000,Verified,21.28,NA,,NA,0,NA,2006,3,21,12,32100,9283,0,0,NA,0,0,2,4,7,12,0,0,1,15700,16,10,3,0,100,0,0,credit_card,individual,6000,36,15.04,whole,Cash,2050
business consultant,10,CA,OWN,95634,Source Verified,18.38,NA,,NA,0,NA,1997,0,13,5,58850,31269,0,0,NA,0,0,2,1,21,5,0,0,1,9500,4,3,3,0,100,0,0,debt_consolidation,individual,30000,60,11.98,whole,Cash,2051
photographer,0,AZ,RENT,52000,Source Verified,11.61,NA,,NA,0,NA,2013,0,11,8,26900,14757,0,0,NA,0,0,1,5,19,8,0,0,2,9000,8,7,4,0,100,0,0,debt_consolidation,individual,10000,36,12.62,whole,Cash,2052
staff rn 2,10,CA,MORTGAGE,120000,Not Verified,17.81,NA,,NA,0,NA,1998,3,29,20,474829,38032,0,0,NA,0,0,2,2,6,20,0,0,6,58500,24,17,9,1,100,0,0,home_improvement,individual,20000,36,5.32,fractional,Cash,2053
consultant,8,NY,RENT,70000,Source Verified,27.23,NA,,NA,0,NA,1988,0,12,9,98200,39632,0,0,NA,0,0,1,0,NA,9,0,0,5,78200,11,8,5,0,100,0,0,debt_consolidation,individual,15000,36,7.35,whole,Cash,2054
assistant manager,5,MD,OWN,74000,Verified,12.84,NA,,NA,0,NA,2007,3,24,11,266678,69397,0,1,NA,0,0,2,8,5,11,0,0,2,6300,9,7,5,1,100,0,1,debt_consolidation,individual,20000,60,26.77,whole,Cash,2055
is specialist,10,CA,MORTGAGE,70000,Source Verified,14.11,NA,,NA,0,NA,1996,2,17,9,246800,29371,0,1,NA,0,0,0,6,7,9,0,0,5,37200,11,8,6,2,100,0,1,debt_consolidation,individual,8000,36,16.02,whole,Cash,2056
,NA,NY,RENT,41000,Verified,41.5,93000,Verified,22.88,0,37,1999,0,26,16,88973,75562,0,0,37,0,2370,3,3,13,16,0,0,3,3400,20,13,5,0,80.8,0,0,other,joint,11200,36,15.05,whole,Cash,2057
operations management,10,TN,MORTGAGE,115000,Not Verified,15.5,NA,,NA,0,NA,2002,2,40,23,405641,56595,0,0,NA,0,0,3,10,1,23,0,0,9,111900,31,19,10,3,100,0,0,debt_consolidation,individual,20000,36,7.35,whole,Cash,2058
sales operation,1,CA,RENT,60000,Not Verified,20.1,NA,,NA,0,NA,2011,0,11,9,60949,31712,0,0,NA,0,0,1,3,NA,9,0,0,4,18000,10,8,7,0,100,0,0,debt_consolidation,individual,11000,36,7.34,whole,Cash,2059
book keeper,10,NY,RENT,95000,Not Verified,19.63,NA,,NA,0,47,1995,1,20,7,101680,84155,0,0,47,0,0,2,2,10,7,0,0,3,47700,10,5,4,3,85,0,0,debt_consolidation,individual,40000,36,9.43,whole,Cash,2060
driver,1,MD,OWN,47000,Not Verified,7.35,NA,,NA,0,NA,1997,1,21,10,28300,9474,0,2,NA,0,0,0,7,12,10,0,0,4,11900,18,10,5,2,100,0,2,debt_consolidation,individual,8000,36,9.92,whole,Cash,2061
lawyer/partner,10,FL,MORTGAGE,130000,Not Verified,18.89,NA,,NA,0,NA,1994,0,35,17,807629,130987,0,0,NA,0,0,6,2,NA,17,0,0,1,16300,11,8,1,4,100,0,0,debt_consolidation,individual,16000,36,5.32,whole,Cash,2062
handyman,5,MN,MORTGAGE,36000,Not Verified,34,NA,,NA,0,NA,1997,0,13,8,107489,24006,0,0,NA,0,0,2,1,NA,8,0,0,4,20000,6,5,5,1,100,0,0,credit_card,individual,12000,36,10.9,whole,Cash,2063
director,0,IL,MORTGAGE,85000,Not Verified,21.14,NA,,NA,1,12,1993,5,37,21,376381,76573,0,0,37,0,0,3,7,0,19,NA,0,6,24400,27,15,8,2,78,0,0,credit_card,individual,15000,36,11.98,whole,Cash,2064
shop forman ,6,TX,MORTGAGE,60000,Not Verified,23.56,NA,,NA,0,39,2000,3,25,11,256054,71234,0,0,NA,0,0,2,3,6,11,0,0,3,19100,15,8,3,2,92,0,0,credit_card,individual,2500,36,7.35,whole,Cash,2065
receptionist ,0,NV,RENT,40000,Not Verified,4.17,NA,,NA,0,NA,2013,0,8,7,36457,17503,0,0,NA,0,1711,1,4,NA,7,0,0,1,2500,7,6,4,0,100,0,0,credit_card,individual,3000,36,9.93,whole,Cash,2066
truck drivet,4,CT,RENT,60000,Source Verified,12.6,NA,,NA,1,12,2006,7,14,9,299375,25396,0,0,12,0,0,1,3,0,9,0,0,4,30100,9,7,6,1,92.9,0,0,home_improvement,individual,14775,36,10.91,whole,Cash,2067
superintendent ,8,CA,RENT,152000,Source Verified,13.42,NA,,NA,0,NA,1998,0,13,8,69009,60480,0,0,NA,0,0,0,0,23,8,0,0,7,54800,10,7,7,0,100,0,0,debt_consolidation,individual,40000,36,9.43,whole,Cash,2068
owner,3,CO,RENT,110000,Source Verified,9.75,NA,,NA,0,69,1999,0,23,7,52600,43451,0,0,76,0,0,0,0,NA,7,0,0,6,51600,10,7,6,1,91.3,0,0,other,individual,15000,60,12.61,whole,Cash,2069
district sales manager,3,CA,MORTGAGE,82000,Not Verified,19.92,162000,Not Verified,15.06,0,NA,1994,5,18,6,100694,78211,0,1,NA,0,0,2,5,2,6,0,0,3,7600,5,4,3,1,100,0,1,debt_consolidation,joint,32000,60,21.85,whole,Cash,2070
license banker,8,NV,OWN,50000,Not Verified,11.33,65000,Not Verified,10.56,0,NA,2006,0,23,15,263542,13761,0,0,NA,0,107,1,6,16,14,0,0,2,12500,18,13,3,3,100,0,0,debt_consolidation,joint,10000,60,14.08,fractional,Cash,2071
owner,10,TX,MORTGAGE,128000,Not Verified,11.61,NA,,NA,0,NA,2002,0,21,11,225203,98878,0,0,NA,0,0,3,5,NA,11,0,0,4,44500,13,8,6,0,100,0,0,small_business,individual,10000,36,5.32,whole,Cash,2072
secretary,1,TX,RENT,35000,Source Verified,20.16,NA,,NA,0,NA,2015,10,7,2,38365,21945,0,0,NA,0,0,1,5,0,2,0,0,1,8000,5,1,1,0,100,0,0,credit_card,individual,6000,36,12.61,whole,Cash,2073
concierge specialist,1,HI,RENT,67000,Source Verified,35.03,NA,,NA,0,NA,2001,6,29,8,101841,75067,0,1,NA,0,0,2,5,3,8,0,0,4,35000,14,6,5,0,100,0,1,credit_card,individual,35000,60,16.01,whole,DirectPay,2074
physician assistant,1,MN,RENT,115000,Source Verified,22.37,NA,,NA,0,26,2009,2,42,24,179812,168596,0,0,NA,0,0,15,9,2,24,0,0,1,13900,16,9,3,0,97.6,0,0,debt_consolidation,individual,11000,36,11.99,fractional,Cash,2075
program development director,5,CA,RENT,84500,Not Verified,22.64,120600,Not Verified,17.3,0,69,2003,0,26,11,111470,78673,0,1,69,0,0,9,3,13,11,0,0,1,12500,9,2,2,0,95.7,0,1,debt_consolidation,joint,17000,36,6.72,whole,Cash,2076
teacher,10,FL,RENT,48000,Source Verified,24.76,NA,,NA,0,55,2007,1,22,6,56435,41611,0,0,55,0,0,1,4,3,6,0,0,1,17300,15,5,2,0,77.3,0,0,credit_card,individual,11000,36,7.97,whole,Cash,2077
sales,10,IL,MORTGAGE,175000,Source Verified,15.87,NA,,NA,0,NA,1999,3,31,14,446497,85401,0,0,NA,0,0,2,5,6,14,0,0,9,119600,23,11,9,3,100,0,0,debt_consolidation,individual,40000,60,9.93,whole,Cash,2078
,NA,FL,OWN,29200,Not Verified,37.61,NA,,NA,1,21,1978,2,34,8,45829,21228,0,0,27,0,0,2,5,3,8,0,0,2,3000,27,6,4,0,75.8,0,0,debt_consolidation,individual,8200,36,20.39,whole,Cash,2079
counselor,10,TX,MORTGAGE,70000,Source Verified,24.76,228000,Not Verified,11.48,0,NA,1994,0,24,16,415186,61454,0,0,NA,0,0,1,1,NA,16,0,0,2,11000,18,13,6,3,100,0,0,credit_card,joint,22000,36,5.32,whole,Cash,2080
receptionist ,10,CA,MORTGAGE,44211,Verified,11.94,NA,,NA,0,NA,2002,1,17,9,123170,12785,0,0,NA,0,0,0,3,10,9,0,0,1,5200,14,8,6,1,100,0,0,debt_consolidation,individual,12000,36,16.02,whole,Cash,2081
building technican,2,CA,RENT,54883,Not Verified,12.27,103125,Not Verified,9.7,1,9,1997,0,16,11,20100,11596,0,0,9,0,2240,0,2,NA,11,0,0,6,14500,14,11,10,2,80,0,0,debt_consolidation,joint,20000,60,15.04,whole,Cash,2082
mechanic,8,WI,MORTGAGE,62000,Not Verified,21.82,NA,,NA,0,72,1987,1,30,13,251800,27565,0,0,72,0,0,2,2,1,13,0,0,2,20900,20,9,4,3,80,0,0,debt_consolidation,individual,22000,36,9.44,whole,Cash,2083
,NA,NJ,OWN,190000,Not Verified,9.79,NA,,NA,4,6,1995,2,33,19,115747,54541,0,0,NA,0,0,0,4,0,19,0,0,9,60400,27,18,10,2,81.8,0,0,credit_card,individual,10000,60,18.45,whole,Cash,2084
project controls supervisor,10,TN,MORTGAGE,140000,Not Verified,13.48,NA,,NA,0,33,1994,2,42,8,559203,150723,0,0,NA,0,0,1,3,6,8,0,0,1,15900,22,6,3,4,97.6,0,0,debt_consolidation,individual,30550,36,14.08,whole,Cash,2085
math teacher,10,FL,RENT,54000,Verified,33.01,NA,,NA,0,31,2002,4,33,13,47857,37848,0,0,NA,0,237,3,6,3,13,0,0,4,5400,16,10,10,0,93.8,0,0,debt_consolidation,individual,12000,36,21.45,whole,Cash,2086
rehab referral and intake specialist,10,OR,MORTGAGE,60000,Source Verified,8.24,NA,,NA,0,45,1999,3,43,8,122021,131472,0,0,NA,0,622,6,1,1,8,0,0,1,5100,6,2,2,1,93.8,0,0,home_improvement,individual,40000,36,9.93,fractional,Cash,2087
rn,10,MO,MORTGAGE,70000,Verified,24.55,NA,,NA,0,32,2003,0,26,13,206707,42706,0,0,32,0,0,3,8,13,13,0,0,4,16600,15,9,4,3,92.3,0,0,other,individual,2500,36,14.07,fractional,Cash,2088
telemarketer,1,KS,RENT,50000,Source Verified,5.02,NA,,NA,0,NA,2008,2,16,9,35000,15637,0,0,NA,0,0,4,4,0,9,0,0,3,22000,8,5,3,0,100,0,0,credit_card,individual,8000,36,10.91,fractional,Cash,2089
senior army instructor,6,TX,MORTGAGE,110000,Not Verified,17.98,NA,,NA,0,56,2000,2,27,10,367911,60513,0,0,NA,0,0,6,1,1,10,0,0,1,13200,6,3,2,2,96.3,0,0,debt_consolidation,individual,18000,60,9.44,whole,Cash,2090
senior planner,2,OR,RENT,61000,Source Verified,27.98,NA,,NA,0,109,2007,11,28,18,144973,116274,0,0,109,0,0,3,12,6,18,0,0,9,16900,16,15,11,0,100,0,0,credit_card,individual,12000,36,13.59,fractional,DirectPay,2091
research coordinator ,4,FL,MORTGAGE,35000,Verified,53.94,107000,Not Verified,19.99,0,NA,2006,0,31,11,264702,82893,0,0,NA,0,0,3,4,14,11,0,0,3,16500,14,7,6,1,100,0,0,debt_consolidation,joint,18000,36,9.93,whole,Cash,2092
design assistant,4,CA,RENT,35000,Not Verified,12.83,NA,,NA,1,19,1991,1,17,9,108565,88269,0,1,19,0,0,3,5,11,9,0,0,2,33800,11,6,3,0,75,0,1,home_improvement,individual,15000,36,11.99,whole,Cash,2093
lpn,1,NY,RENT,60000,Verified,19.35,NA,,NA,0,NA,2013,2,11,10,38779,25046,0,0,NA,0,0,2,3,7,10,0,0,3,12500,9,8,4,0,100,0,0,debt_consolidation,individual,10000,36,17.09,fractional,Cash,2094
police officer,10,WI,MORTGAGE,88300,Source Verified,7.37,143300,Source Verified,17.92,0,NA,1997,0,19,7,246817,24456,0,0,NA,0,0,0,2,NA,7,0,0,4,57500,11,6,5,6,100,0,0,debt_consolidation,joint,38000,60,7.34,whole,Cash,2095
accounting associate,4,MN,RENT,42000,Not Verified,19.09,NA,,NA,0,26,1997,0,15,8,40838,21581,0,0,NA,0,0,1,1,22,8,0,0,2,22500,11,7,4,0,86.7,0,0,credit_card,individual,14000,60,12.62,whole,Cash,2096
purchasing agent i,0,MO,RENT,55000,Not Verified,16.78,NA,,NA,0,55,2004,4,51,24,89714,28759,0,3,55,0,0,1,11,0,23,0,0,6,45600,42,23,10,1,97.5,2,1,credit_card,individual,10000,36,6.07,fractional,DirectPay,2097
supervisor,10,TX,OWN,46000,Source Verified,24.99,NA,,NA,0,NA,2000,0,23,13,48700,26142,0,0,NA,0,0,2,4,NA,13,0,0,5,22900,17,11,7,0,100,0,0,debt_consolidation,individual,10000,36,7.97,whole,Cash,2098
faculty,10,MD,MORTGAGE,81000,Source Verified,20.24,NA,,NA,0,28,1992,0,13,6,302710,41767,0,0,NA,0,0,2,3,14,6,0,0,3,10200,6,3,3,3,76.9,0,0,credit_card,individual,14000,36,12.61,whole,Cash,2099
